Year,Publication ID,Report type,Lancet Series,Report Title,Author ,Institution ,Department,"Institution type (academic, NGO, professional society, international organisation, medical) ",Country ,Continent ,REFERENCE LIST
2013,146,Journal series,Lancet 2013 Non-communicable Disease Series,Country actions to meet UN commitments on non-communicable diseases: a stepwise approach ,Kavumpurathu Raman Thankappan,Sree Chitra Tirunal Institute for Medical Sciences and Technology,,Academic,India,Asia,
2013,146,Journal series,Lancet 2013 Non-communicable Disease Series,Country actions to meet UN commitments on non-communicable diseases: a stepwise approach ,Martin McKee,London School of Hygiene and Tropical Medicine,,Academic,United Kingdom,Europe,
2013,146,Journal series,Lancet 2013 Non-communicable Disease Series,Country actions to meet UN commitments on non-communicable diseases: a stepwise approach ,James Hospedales,World Health Organisation,WHO Regional Office for the Americas,International Organisation,United States,North America,
2013,146,Journal series,Lancet 2013 Non-communicable Disease Series,Country actions to meet UN commitments on non-communicable diseases: a stepwise approach ,Maximilian de Courten,University of Copenhagen,,Academic,Denmark,Europe,
2013,146,Journal series,Lancet 2013 Non-communicable Disease Series,Country actions to meet UN commitments on non-communicable diseases: a stepwise approach ,Simon Capewell,University of Liverpool,,Academic,United Kingdom,Europe,
2013,146,Journal series,Lancet 2013 Non-communicable Disease Series,Country actions to meet UN commitments on non-communicable diseases: a stepwise approach ,Robert Beaglehole,University of Auckland,,Academic,New Zealand,Oceania ,
2013,147,Journal series,Lancet 2013 Non-communicable Disease Series,Inequalities in non-communicable diseases and effective responses ,Mariachiara Di Cesare,Imperial College London,Department of Epidemiology and Biostatistics ,Academic,United Kingdom,Europe,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(12)61851-0/fulltext
2013,147,Journal series,Lancet 2013 Non-communicable Disease Series,Inequalities in non-communicable diseases and effective responses ,Young-Ho Khang,University of Ulsan ,Department of Preventive Medicine ,Academic,Korea,Asia,
2013,147,Journal series,Lancet 2013 Non-communicable Disease Series,Inequalities in non-communicable diseases and effective responses ,Perviz Asaria,Imperial College London,Department of Epidemiology and Biostatistics ,Academic,United Kingdom,Europe,
2013,147,Journal series,Lancet 2013 Non-communicable Disease Series,Inequalities in non-communicable diseases and effective responses ,Tony Blakely,University of Otago,Department of Public Health,Academic,New Zealand,Oceania ,
2013,147,Journal series,Lancet 2013 Non-communicable Disease Series,Inequalities in non-communicable diseases and effective responses ,Melanie Cowan,World Helath Organisation,WHO Department of Chronic Diseases and Health Promotion,International Organisation,Switzerland,Europe,
2013,147,Journal series,Lancet 2013 Non-communicable Disease Series,Inequalities in non-communicable diseases and effective responses ,Farshad Farzadfar,Tehran University of Medical Sciences,Endocrinology and Metabolism Research Institute ,Academic,Iran,Asia,
2013,147,Journal series,Lancet 2013 Non-communicable Disease Series,Inequalities in non-communicable diseases and effective responses ,Ramiro Guerrero,Universidad Icesi,Research Center for Social Protection and Health Economics,Academic,Colombia,South America,
2013,147,Journal series,Lancet 2013 Non-communicable Disease Series,Inequalities in non-communicable diseases and effective responses ,Nayu Ikeda,University of Tokyo,Graduate School of Medicine,Academic,Japan,Asia,
2013,147,Journal series,Lancet 2013 Non-communicable Disease Series,Inequalities in non-communicable diseases and effective responses ,Catherine Kyobutungi,African Population and Health Research Center,,Research Institute,Kenya,Africa,
2013,147,Journal series,Lancet 2013 Non-communicable Disease Series,Inequalities in non-communicable diseases and effective responses ,Kelias P Msyamboza,World Health Organisation,WHO Malawi Country Office,International Organisation,Malawi,Africa,
2013,147,Journal series,Lancet 2013 Non-communicable Disease Series,Inequalities in non-communicable diseases and effective responses ,Sophal Oum,The Ministry of Health of Cambodia,,National Government,Cambodia,Asia,
2013,147,Journal series,Lancet 2013 Non-communicable Disease Series,Inequalities in non-communicable diseases and effective responses ,John W Lynch,University of Adelaide ,School of Population Health and Clinical Practice,Academic,Australia ,Oceania ,
2013,147,Journal series,Lancet 2013 Non-communicable Disease Series,Inequalities in non-communicable diseases and effective responses ,John W Lynch,University of Bristol,School of Social and Community Medicine,Academic,United Kingdom,Europe,
2013,147,Journal series,Lancet 2013 Non-communicable Disease Series,Inequalities in non-communicable diseases and effective responses ,Michael G Marmot,University College London,Department of Epidemiology and Public Health ,Academic,United Kingdom,Europe,
2013,147,Journal series,Lancet 2013 Non-communicable Disease Series,Inequalities in non-communicable diseases and effective responses ,Majid Ezzati,Imperial College London,Department of Epidemiology and Biostatistics ,Academic,United Kingdom,Europe,
2013,148,Journal series,Lancet 2013 Non-communicable Disease Series,"Profits and pandemics: prevention of harmful effects of tobacco, alcohol, and ultra-processed food and drink industries ",Rob Moodie,University of Melbourne,Melbourne School of Population Health ,Academic,Australia ,Oceania ,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(12)62089-3/fulltext
2013,148,Journal series,Lancet 2013 Non-communicable Disease Series,"Profits and pandemics: prevention of harmful effects of tobacco, alcohol, and ultra-processed food and drink industries ",David Stuckler,University of Cambridge,Department of Sociology ,Academic,United Kingdom,Europe,
2013,148,Journal series,Lancet 2013 Non-communicable Disease Series,"Profits and pandemics: prevention of harmful effects of tobacco, alcohol, and ultra-processed food and drink industries ",Carlos Monteiro,University of Sao Paulo,School of Public Health ,Academic,Brazil,South America,
2013,148,Journal series,Lancet 2013 Non-communicable Disease Series,"Profits and pandemics: prevention of harmful effects of tobacco, alcohol, and ultra-processed food and drink industries ",Nick Sheron,University of Southampton, Faculty of Medicine,Academic,United Kingdom,Europe,
2013,148,Journal series,Lancet 2013 Non-communicable Disease Series,"Profits and pandemics: prevention of harmful effects of tobacco, alcohol, and ultra-processed food and drink industries ",Bruce Neal,University of Sydney,George Institute for Global Health ,Academic,Australia ,Oceania ,
2013,148,Journal series,Lancet 2013 Non-communicable Disease Series,"Profits and pandemics: prevention of harmful effects of tobacco, alcohol, and ultra-processed food and drink industries ",Thaksaphon Thamarangsi,Ministry of Public Health of Thailand,International Health Policy Program,National Government,Thailand,Asia,
2013,148,Journal series,Lancet 2013 Non-communicable Disease Series,"Profits and pandemics: prevention of harmful effects of tobacco, alcohol, and ultra-processed food and drink industries ",Paul Lincoln,National Heart Forum,,NGO,United Kingdom,Europe,
2013,148,Journal series,Lancet 2013 Non-communicable Disease Series,"Profits and pandemics: prevention of harmful effects of tobacco, alcohol, and ultra-processed food and drink industries ",Sally Casswell,Massey University,School of Public Health ,Academic,New Zealand,Oceania ,
2013,149,Journal series,Lancet 2013 Non-communicable Disease Series,Promotion of access to essential medicines for non-communicable diseases: practical implications of the UN political declaration ,Hans V Hogerzeil,University of Groningen,Department of Global Health,Academic,Netherlands,Europe,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(12)62128-X/fulltext
2013,149,Journal series,Lancet 2013 Non-communicable Disease Series,Promotion of access to essential medicines for non-communicable diseases: practical implications of the UN political declaration ,Jonathan Liberman,McCabe Centre for Law and Cancer,,NGO,Australia ,Oceania ,
2013,149,Journal series,Lancet 2013 Non-communicable Disease Series,Promotion of access to essential medicines for non-communicable diseases: practical implications of the UN political declaration ,Jonathan Liberman,Cancer Council Victoria,,NGO,Australia ,Oceania ,
2013,149,Journal series,Lancet 2013 Non-communicable Disease Series,Promotion of access to essential medicines for non-communicable diseases: practical implications of the UN political declaration ,Jonathan Liberman,Union for International Cancer Control,,NGO,Australia ,Oceania ,
2013,149,Journal series,Lancet 2013 Non-communicable Disease Series,Promotion of access to essential medicines for non-communicable diseases: practical implications of the UN political declaration ,Veronika J Wirtz,"National Institute of Public Health, Mexico",Centre for Health Systems Research,Research Institute,Mexico,North America,
2013,149,Journal series,Lancet 2013 Non-communicable Disease Series,Promotion of access to essential medicines for non-communicable diseases: practical implications of the UN political declaration ,Sandeep P Kishore,Harvard University,Harvard Medical School ,Academic,United States,North America,
2013,149,Journal series,Lancet 2013 Non-communicable Disease Series,Promotion of access to essential medicines for non-communicable diseases: practical implications of the UN political declaration ,Sandeep P Kishore,Young Professionals Chronic Diseases Network,,Professional Society,United States,North America,
2013,149,Journal series,Lancet 2013 Non-communicable Disease Series,Promotion of access to essential medicines for non-communicable diseases: practical implications of the UN political declaration ,Sakthi Selvaraj,Public Health Foundation of India,,NGO,India,Asia,
2013,149,Journal series,Lancet 2013 Non-communicable Disease Series,Promotion of access to essential medicines for non-communicable diseases: practical implications of the UN political declaration ,Rachel Kiddell-Monroe,Universities Allied for Essential Medicines,,Academic,Canada,North America,
2013,149,Journal series,Lancet 2013 Non-communicable Disease Series,Promotion of access to essential medicines for non-communicable diseases: practical implications of the UN political declaration ,Faith N Mwangi-Powell,African Palliative Care Association,,NGO,Uganda,Africa,
2013,149,Journal series,Lancet 2013 Non-communicable Disease Series,Promotion of access to essential medicines for non-communicable diseases: practical implications of the UN political declaration ,Faith N Mwangi-Powell,Open Society Foundations,,Philanthropy,United States,North America,
2013,149,Journal series,Lancet 2013 Non-communicable Disease Series,Promotion of access to essential medicines for non-communicable diseases: practical implications of the UN political declaration ,Tido von Schoen-Angerer,Médecins Sans Frontières,,NGO,Switzerland,Europe,
2013,150,Journal series,Lancet 2013 Non-communicable Disease Series,Improving responsiveness of health systems to non-communicable diseases,Rifat Atun,Imperial College London,Imperial College Business School ,Academic,United Kingdom,Europe,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(13)60063-X/fulltext
2013,150,Journal series,Lancet 2013 Non-communicable Disease Series,Improving responsiveness of health systems to non-communicable diseases,Shabbar Jaffar,London School of Hygiene and Tropical Medicine,,Academic,United Kingdom,Europe,
2013,150,Journal series,Lancet 2013 Non-communicable Disease Series,Improving responsiveness of health systems to non-communicable diseases,Sania Nishtar,Heartfile,,NGO,Pakistan,Asia,
2013,150,Journal series,Lancet 2013 Non-communicable Disease Series,Improving responsiveness of health systems to non-communicable diseases,Felicia M Knaul,Harvard University,Harvard Global Equity Initiative,Academic,United States,North America,
2013,150,Journal series,Lancet 2013 Non-communicable Disease Series,Improving responsiveness of health systems to non-communicable diseases,Mauricio L Barreto,Federal University of Bahia,Instituto de Saude Coletiva ,Academic,Brazil,South America,
2013,150,Journal series,Lancet 2013 Non-communicable Disease Series,Improving responsiveness of health systems to non-communicable diseases,Moffat Nyirenda,College of Medicine,,Academic,Malawi,Africa,
2013,150,Journal series,Lancet 2013 Non-communicable Disease Series,Improving responsiveness of health systems to non-communicable diseases,Nicholas Banatvala,World Health Organisation,WHO United Nations Task Force for NCDs,International Organisation,Switzerland,Europe,
2013,150,Journal series,Lancet 2013 Non-communicable Disease Series,Improving responsiveness of health systems to non-communicable diseases,Peter Piot,London School of Hygiene and Tropical Medicine,,Academic,United Kingdom,Europe,
2013,151,Strategy ,No,Global action plan for the prevention and control of noncommnicable diseases 2013-2020.,Oleg Chestnov,World Health Organisation,WHO Non-communicable Diseases and Mental Health Cluster ,International Organisation,Switzerland,Europe,https://apps.who.int/iris/bitstream/handle/10665/94384/9789241506236_eng.pdf?sequence=1
2014,152,Report ,No,Global Status Report on non-communicable disease. ,Oleg Chestnov,World Health Organisation,,International Organisation,Switzerland,Europe,https://apps.who.int/iris/bitstream/handle/10665/148114/9789241564854_eng.pdf?sequence=1
2014,152,Report ,No,Global Status Report on non-communicable disease. ,Anarfi Asamoa-Baah,World Health Organisation,,International Organisation,Switzerland,Europe,
2014,152,Report ,No,Global Status Report on non-communicable disease. ,Chris Dye,World Health Organisation,,International Organisation,Switzerland,Europe,
2014,152,Report ,No,Global Status Report on non-communicable disease. ,Ian Smith,World Health Organisation,,International Organisation,Switzerland,Europe,
2014,152,Report ,No,Global Status Report on non-communicable disease. ,Shanthi Mendis,World Health Organisation,,International Organisation,Switzerland,Europe,
2014,152,Report ,No,Global Status Report on non-communicable disease. ,Tim Armstrong,World Health Organisation,,International Organisation,Switzerland,Europe,
2014,152,Report ,No,Global Status Report on non-communicable disease. ,Douglas Bettcher,World Health Organisation,,International Organisation,Switzerland,Europe,
2014,152,Report ,No,Global Status Report on non-communicable disease. ,Francesco Branca,World Health Organisation,,International Organisation,Switzerland,Europe,
2014,152,Report ,No,Global Status Report on non-communicable disease. ,Jeremy A Lauer,World Health Organisation,,International Organisation,Switzerland,Europe,
2014,152,Report ,No,Global Status Report on non-communicable disease. ,Cecile Mace,World Health Organisation,,International Organisation,Switzerland,Europe,
2014,152,Report ,No,Global Status Report on non-communicable disease. ,Vladimir Poznyak,World Health Organisation,,International Organisation,Switzerland,Europe,
2014,152,Report ,No,Global Status Report on non-communicable disease. ,Leanne Riley,World Health Organisation,,International Organisation,Switzerland,Europe,
2014,152,Report ,No,Global Status Report on non-communicable disease. ,Vera Da Costa E Silva,World Health Organisation,,International Organisation,Switzerland,Europe,
2014,152,Report ,No,Global Status Report on non-communicable disease. ,Gretchen Stevens ,World Health Organisation,,International Organisation,Switzerland,Europe,
2014,152,Report ,No,Global Status Report on non-communicable disease. ,Kwok Cho Tang ,World Health Organisation,,International Organisation,Switzerland,Europe,
2014,153,Strategy ,No,Plan of Action for the Prevention and Control of Noncommunicable Diseases in the Americas 2013-2019,Anonymous,World Health Organisation,WHO Regional Office for the Americas,International Organisation,United States,North America,https://www.paho.org/hq/dmdocuments/2015/action-plan-prevention-control-ncds-americas.pdf
2014,153,Strategy ,No,Plan of Action for the Prevention and Control of Noncommunicable Diseases in the Americas 2013-2020,Anonymous,Pan American Health Organisation,The Department of Noncommunicable Diseases and Mental Health ,International Organisation,United States,North America,
2015,154,Report ,No,Report of the first dialogue convened by the World Health Organisation Global Coordination Mechanism on Noncommunicable Diseases. ,Jean-Marc Hoscheit,United Nations ,Permanent Representative to the United Nations in Geneva,International Organisation,Switzerland,Europe,https://www.who.int/global-coordination-mechanism/final_meeting_report_dialogue_ncd_development_april15_en.pdf?ua=1
2015,154,Report ,No,Report of the first dialogue convened by the World Health Organisation Global Coordination Mechanism on Noncommunicable Diseases. ,Taonga Mushayavanhu,United Nations ,Permanent Representative to the United Nations in Geneva,International Organisation,Switzerland,Europe,
2015,155,Report ,No,Noncommunicable Diseases Progress Monitor 2015,Leanne Riley,World Health Organisation,WHO Department for Prevention of Noncommunicable Diseases,International Organisation,Switzerland,Europe,https://apps.who.int/iris/bitstream/handle/10665/246223/9789241565363-eng.pdf?sequence=1
2015,155,Report ,No,Noncommunicable Diseases Progress Monitor 2015,Melanie Cowan,World Health Organisation,WHO Department for Prevention of Noncommunicable Diseases,International Organisation,Switzerland,Europe,
2016,156,Strategy ,No,"Dialogue on how to strengthen international cooperation on noncommunicable diseases within the framework of North–South, South–South and triangular cooperation.",H E Jorge Lomónaco Tonda,United Nations,Permanent Representative to the United Nations in Geneva,International Organisation,Switzerland,Europe,https://www.who.int/global-coordination-mechanism/publications/dialogue-report-nov-dec-2015.pdf?ua=1
2016,156,Strategy ,No,"Dialogue on how to strengthen international cooperation on noncommunicable diseases within the framework of North–South, South–South and triangular cooperation.",Carl Reaich,United Nations,Permanent Representative to the United Nations in Geneva,International Organisation,Switzerland,Europe,
2016,157,Report ,No,GCM/NCD Global Dialogue Meeting on the role of non-State actors in supporting Member States in their national efforts to tackle noncommunicable diseases (NCDs) as part of the 2030 Agenda for Sustainable Development. ,Oleg Chestnov ,World Health Organisation,WHO Non-communicable Diseases and Mental Health Cluster,International Organisation,Switzerland,Europe,https://www.who.int/global-coordination-mechanism/dialogues/global-dialogue-meeting-report-oct2016.pdf?ua=1
2017,158,Report ,No,Tackling NCDs:'best buys' and other recommended interventions for the prevention and control of noncommunicable diseases.,Anonymous,World Health Organisation ,"WHO Department for Management of NCDs,  Disability, Violence and Injury Prevention ",International Organisation,Switzerland,Europe,https://apps.who.int/iris/bitstream/handle/10665/259232/WHO-NMH-NVI-17.9-eng.pdf?sequence=1&isAllowed=y
2017,159,Report ,No,Highlights from the WHO Global Conference on NCDs: Enhancing policy coherence to prevent and control noncommunicable diseases,George Alleyne ,World Health Organisation,WHO Regional Office for the Americas ,International Organisation,United States,North America,https://www.who.int/conferences/global-ncd-conference/montevideo-report.pdf?ua=1
2017,159,Report ,No,Highlights from the WHO Global Conference on NCDs: Enhancing policy coherence to prevent and control noncommunicable diseases,Ala Alwan ,World Health Organisation,WHO Regional Office for the Eastern Mediterranean ,International Organisation,Egypt,Africa,
2017,159,Report ,No,Highlights from the WHO Global Conference on NCDs: Enhancing policy coherence to prevent and control noncommunicable diseases,Ricardo Gonzalez Arenas ,United Nations,"Representative, Permanent Mission to the UN ",International Organisation,United States,North America,
2017,159,Report ,No,Highlights from the WHO Global Conference on NCDs: Enhancing policy coherence to prevent and control noncommunicable diseases,Robert Beaglehole ,The Lancet NCD Action Group ,,Professional Society,New Zealand,Oceania,
2017,159,Report ,No,Highlights from the WHO Global Conference on NCDs: Enhancing policy coherence to prevent and control noncommunicable diseases,Ashley Bloomfield ,Hutt Valley District Health Board ,,Medical,New Zealand,Oceania,
2017,159,Report ,No,Highlights from the WHO Global Conference on NCDs: Enhancing policy coherence to prevent and control noncommunicable diseases,Katie Dain ,NCD Alliance ,,Professional Society,United Kingdom,Europe,
2017,159,Report ,No,Highlights from the WHO Global Conference on NCDs: Enhancing policy coherence to prevent and control noncommunicable diseases,Tom Frieden,U.S. Centers for Disease Control and Prevention (CDC) ,,Governmental Organisation,United States,North America,
2017,159,Report ,No,Highlights from the WHO Global Conference on NCDs: Enhancing policy coherence to prevent and control noncommunicable diseases,Cristina Gonzalez ,United Nations,Permanent Representative to the United Nations in Geneva,International Organisation,Switzerland,Europe,
2017,159,Report ,No,Highlights from the WHO Global Conference on NCDs: Enhancing policy coherence to prevent and control noncommunicable diseases,Mauricio Hernandez Avila ,"National Institute of Public Health, Mexico ",,Research Institute,Mexico,North America,
2017,159,Report ,No,Highlights from the WHO Global Conference on NCDs: Enhancing policy coherence to prevent and control noncommunicable diseases,Ilona Kickbusch ,Graduate Institute ,Global Health Centre ,Academic,Switzerland,Europe,
2017,159,Report ,No,Highlights from the WHO Global Conference on NCDs: Enhancing policy coherence to prevent and control noncommunicable diseases,Sandeep P Kishore ,Young Professionals Chronic Disease Network,,Professional Society,United States,North America,
2017,159,Report ,No,Highlights from the WHO Global Conference on NCDs: Enhancing policy coherence to prevent and control noncommunicable diseases,Eero Lahtinen ,United Nations,Permanent Representative to the United Nations in Geneva,International Organisation,Switzerland,Europe,
2017,159,Report ,No,Highlights from the WHO Global Conference on NCDs: Enhancing policy coherence to prevent and control noncommunicable diseases,Jaime Miranda ,University Cayetano Heredia ,Cronicas Cente,Academic,Peru,South America,
2017,159,Report ,No,Highlights from the WHO Global Conference on NCDs: Enhancing policy coherence to prevent and control noncommunicable diseases,K Srinath Reddy ,Public Health Foundation of India ,,NGO,India,Asia,
2017,159,Report ,No,Highlights from the WHO Global Conference on NCDs: Enhancing policy coherence to prevent and control noncommunicable diseases,Matthias Reinicke ,European Commission,European Commission Directorate General for International Cooperation and Development (DEVCO),International Organisation,Belgium,Europe,
2017,159,Report ,No,Highlights from the WHO Global Conference on NCDs: Enhancing policy coherence to prevent and control noncommunicable diseases,Colin TUnited Kingdomuitonga, The Pacific Community ,,International Organisation,New Caledonia,Oceania,
2017,160,Strategy ,No,Montevideo Roadmap 2018-2030 on NCDs as a Sustainable Development Priority,Anonymous,World Health Organisation,,International Organisation,Switzerland,Europe,https://www.who.int/conferences/global-ncd-conference/Roadmap.pdf?ua=1
2017,161,Report ,No,Noncommunicable Diseases and Air Pollution. ,Hanna Yang,World Health Organisation ,WHO European Centre for Environment and Health,International Organisation,Germany,Europe,https://www.euro.who.int/__data/assets/pdf_file/0005/397787/Air-Pollution-and-NCDs.pdf
2017,161,Report ,No,Noncommunicable Diseases and Air Pollution. ,Roman Perez Velasco,World Health Organisation ,WHO European Centre for Environment and Health,International Organisation,Germany,Europe,
2017,161,Report ,No,Noncommunicable Diseases and Air Pollution. ,Pierpaolo Mudu,World Health Organisation ,WHO European Centre for Environment and Health,International Organisation,Germany,Europe,
2017,161,Report ,No,Noncommunicable Diseases and Air Pollution. ,Dorota Jarosinska ,World Health Organisation ,WHO European Centre for Environment and Health,International Organisation,Germany,Europe,
2017,162,Report ,No,Noncommunicable Diseases: Progress Monitor 2017. Assesing National Capacity for the Control and Prevention of Noncommunicable Diseases,Leanne Riley,World Health Organisation ,WHO Department for Prevention of Noncommunicable Diseases ,International Organisation,Switzerland,Europe,https://apps.who.int/iris/bitstream/handle/10665/276609/9789241514781-eng.pdf?ua=1
2017,162,Report ,No,Noncommunicable Diseases: Progress Monitor 2017. Assesing National Capacity for the Control and Prevention of Noncommunicable Diseases,Hebe Gouda,World Health Organisation ,WHO Department for Prevention of Noncommunicable Diseases ,International Organisation,Switzerland,Europe,
2017,162,Report ,No,Noncommunicable Diseases: Progress Monitor 2017. Assesing National Capacity for the Control and Prevention of Noncommunicable Diseases,Melanie Cowan ,World Health Organisation ,WHO Department for Prevention of Noncommunicable Diseases ,International Organisation,Switzerland,Europe,
2017,163,Report ,No,Preventing Noncommunicable Diseases by Reducing Environmental Risk Factors ,Anonymous,World Heath Organisation,"WHO Department of Public Health, Environmental and Social Determinants of Health",International Organisation,Switzerland,Europe,https://apps.who.int/iris/bitstream/handle/10665/258796/WHO-FWC-EPE-17.01-eng.pdf?sequence=1
2018,164,Report ,No,Global Dialogue on Partnerships for Sustainable Financing of NCD Prevention and Control,Téa Collins ,World Health Organisation ,WHO Non-communicable Diseases and Mental Health Cluster,International Organisation,Switzerland,Europe,https://www.who.int/global-coordination-mechanism/activities/dialogues/copenhagen-report.pdf?ua=1
2018,165,Report ,No,Global Dialogue on Partnerships for Sustainable Financing of NCD Prevention and Control,Ayodele Akinnawo,World Health Organisation ,WHO Non-communicable Diseases and Mental Health Cluster,International Organisation,Switzerland,Europe,
2018,166,Report ,No,Preventing NCD deaths through better air quality Geneva ,Anonymous,World Health Organisation ,,International Organisation,Switzerland,Europe,https://www.who.int/airpollution/NCD_AP_2_pager_May_2018_v3.pdf?ua=1
2018,167,Report ,No,Time to Deliver: Report of the WHO Independent High-Level Commission on Noncommunicable Diseases. ,Sauli Niinistö,President of Finland,,National Government,Finland,Europe,https://apps.who.int/iris/bitstream/handle/10665/272710/9789241514163-eng.pdf?ua=1
2018,167,Report ,No,Time to Deliver: Report of the WHO Independent High-Level Commission on Noncommunicable Diseases. ,Maithripala Sirisena,President of Sri Lanka,,National Government,Sri Lanka,Asia,
2018,167,Report ,No,Time to Deliver: Report of the WHO Independent High-Level Commission on Noncommunicable Diseases. ,Tabaré Vázquez ,President of Uruguay,,National Government,Uruguay,South America,
2018,167,Report ,No,Time to Deliver: Report of the WHO Independent High-Level Commission on Noncommunicable Diseases. ,Veronika Skvortsova,Ministry of Health of Russia,,National Government,Russia,Europe,
2018,167,Report ,No,Time to Deliver: Report of the WHO Independent High-Level Commission on Noncommunicable Diseases. ,Sania Nishtar,Heartfile,,NGO,Pakistan,Asia,
2018,168,Journal series,Lancet Taskforce on NCDs and Economics,Investing in non-communicable disease prevention and management to advance the Sustainable Development Goals  ,Rachel Nugent,Research Triangle Institute International,,Research Institute,United States,North America,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(18)30667-6/fulltext
2018,168,Journal series,Lancet Taskforce on NCDs and Economics,Investing in non-communicable disease prevention and management to advance the Sustainable Development Goals  ,Melanie Y Bertram,World Health Organisation ,,International Organisation,Switzerland,Europe,
2018,168,Journal series,Lancet Taskforce on NCDs and Economics,Investing in non-communicable disease prevention and management to advance the Sustainable Development Goals  ,Stephen Jan,University of New South Wales,George Institute for Global Health ,Academic,Australia ,Oceania ,
2018,168,Journal series,Lancet Taskforce on NCDs and Economics,Investing in non-communicable disease prevention and management to advance the Sustainable Development Goals  ,Louis W Niessen,Liverpool School of Tropical Medicine ,Department of International Public Health and Clinical Sciences ,Academic,United Kingdom,Europe,
2018,168,Journal series,Lancet Taskforce on NCDs and Economics,Investing in non-communicable disease prevention and management to advance the Sustainable Development Goals  ,Louis W Niessen,John Hopkins University,Johns Hopkins Bloomberg School of Public Health,Academic,United States,North America,
2018,168,Journal series,Lancet Taskforce on NCDs and Economics,Investing in non-communicable disease prevention and management to advance the Sustainable Development Goals  ,Franco Sassi,Imperial College London,Imperial College Business School,Academic,United Kingdom,Europe,
2018,168,Journal series,Lancet Taskforce on NCDs and Economics,Investing in non-communicable disease prevention and management to advance the Sustainable Development Goals  ,Dean T Jamison,University of California,Institute for Global Health Sciences,Academic,United States,North America,
2018,168,Journal series,Lancet Taskforce on NCDs and Economics,Investing in non-communicable disease prevention and management to advance the Sustainable Development Goals  ,Eduardo González Pier,Center for Global Development,,NGO,United States,North America,
2018,168,Journal series,Lancet Taskforce on NCDs and Economics,Investing in non-communicable disease prevention and management to advance the Sustainable Development Goals  ,Robert Beaglehole,University of Auckland,,Academic,New Zealand,Oceania ,
2018,169,Journal series,Lancet Taskforce on NCDs and Economics,Tackling socioeconomic inequalities and non-communicable diseases in low-income and middle-income countries under the Sustainable Development agenda ,Louis W Niessen,Liverpool School of Tropical Medicine,Department of International Public Health and Clinical Sciences ,Academic,United Kingdom,Europe,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(18)30482-3/fulltext
2018,169,Journal series,Lancet Taskforce on NCDs and Economics,Tackling socioeconomic inequalities and non-communicable diseases in low-income and middle-income countries under the Sustainable Development agenda ,Louis W Niessen, Johns Hopkins University, Johns Hopkins Bloomberg School of Public Health,Academic,United States,North America,
2018,169,Journal series,Lancet Taskforce on NCDs and Economics,Tackling socioeconomic inequalities and non-communicable diseases in low-income and middle-income countries under the Sustainable Development agenda ,Diwakar Mohan,Johns Hopkins University, Johns Hopkins Bloomberg School of Public Health,Academic,United States,North America,
2018,169,Journal series,Lancet Taskforce on NCDs and Economics,Tackling socioeconomic inequalities and non-communicable diseases in low-income and middle-income countries under the Sustainable Development agenda ,Jonathan K Akuoku,The World Bank,"Department of Health, Nutrition and Population Global Practice",International Organisation,United States,North America,
2018,169,Journal series,Lancet Taskforce on NCDs and Economics,Tackling socioeconomic inequalities and non-communicable diseases in low-income and middle-income countries under the Sustainable Development agenda ,Andrew J Mirelman,University of York,Centre of Health Economics,Academic,United Kingdom,Europe,
2018,169,Journal series,Lancet Taskforce on NCDs and Economics,Tackling socioeconomic inequalities and non-communicable diseases in low-income and middle-income countries under the Sustainable Development agenda ,Sayem Ahmed,International Centre for Diarrhoeal Disease Research,Health Systems and Population Studies Division,Research Institute,Bangladesh,Asia,
2018,169,Journal series,Lancet Taskforce on NCDs and Economics,Tackling socioeconomic inequalities and non-communicable diseases in low-income and middle-income countries under the Sustainable Development agenda ,Sayem Ahmed,Karolinska Institutet,Health Economics and Policy Research Group,Academic,Sweden,Europe,
2018,169,Journal series,Lancet Taskforce on NCDs and Economics,Tackling socioeconomic inequalities and non-communicable diseases in low-income and middle-income countries under the Sustainable Development agenda ,Tracey P Koehlmoos,International Centre for Diarrhoeal Disease Research,Health Systems and Population Studies Division,Research Institute,Bangladesh,Asia,
2018,169,Journal series,Lancet Taskforce on NCDs and Economics,Tackling socioeconomic inequalities and non-communicable diseases in low-income and middle-income countries under the Sustainable Development agenda ,Tracey P Koehlmoos,Uniformed Services University of the Health Sciences,Department of Preventive Medicine and Biostatistics ,Academic,United States,North America,
2018,169,Journal series,Lancet Taskforce on NCDs and Economics,Tackling socioeconomic inequalities and non-communicable diseases in low-income and middle-income countries under the Sustainable Development agenda ,Antonio Trujillo,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,Academic,United States,North America,
2018,169,Journal series,Lancet Taskforce on NCDs and Economics,Tackling socioeconomic inequalities and non-communicable diseases in low-income and middle-income countries under the Sustainable Development agenda ,Jahangir Khan,Liverpool School of Tropical Medicine,Department of International Public Health and Clinical Sciences,Academic,United Kingdom,Europe,
